.\datasets\images\1018148011.jpg| A group of people stand in the back of a truck filled with cotton .,,,,,,,,,| Men are standing on and about a truck carrying a white substance .,,,,,,,,,| A group of people are standing on a pile of wool in a truck .,,,,,,,,,| A group of men are loading cotton onto a truck,,,,,,,,,| Workers load sheared wool onto a truck .,,,,,,,,,
.\datasets\images\1024613706.jpg| Two young men and a young lady walk through a field near the water .,,,,,,,,,| Three people walking through a beautiful meadow towards the ocean .,,,,,,,,,| Two men and a woman are walking through a field .,,,,,,,,,| Two males and one female walking on a path .,,,,,,,,,| Three people walking on a path in a meadow .,,,,,,,,,
.\datasets\images\1029802110.jpg| During a gay pride parade in an Asian city , some people hold up rainbow flags to show support .,,,,,,,,| A group of youths march down the street waving flags showing the color spectrum .,,,,,,,,,| Oriental people with rainbow flags walking down a city street .,,,,,,,,,| A group of people walk down the street waving rainbow flags .,,,,,,,,,| People are outside waving flags .,,,,,,,,,
.\datasets\images\103205630.jpg| Two men , standing on an ice , looking into something covered with a blue tarp .,,,,,,,| Two men are about to enter an ice fishing tent on a snow covered lake .,,,,,,,,,| Two people standing outside a blue tent structure on a snowy surface .,,,,,,,,,| two men setting up a blue ice fishing hut on an iced over lake,,,,,,,,,| A tent is being set up on the ice .,,,,,,,,,
.\datasets\images\1034276567.jpg| A small boy putting something in his mouth with both hands .,,,,,,,,,| A boy bites hard into a treat while he sits outside .,,,,,,,,,| The boy eats his food outside at the table .,,,,,,,,,| The boy is eating pizza over a tin dish .,,,,,,,,,| A child biting into a baked good .,,,,,,,,,
.\datasets\images\1034985636.jpg| A man with wild hair rocks a show playing a guitar center stage .,,,,,,,,,| A man wearing black is playing an electric guitar at a concert .,,,,,,,,,| A man on stage playing the electric guitar during a concert .,,,,,,,,,| A man playing an electric guitar on stage .,,,,,,,,,| A man playing guitar at a concert .,,,,,,,,,
.\datasets\images\1035392784.jpg| A man in black with long hair playing a guitar with stickers on it .,,,,,,,,,| A long-haired musician , playing his guitar in a performance .,,,,,,,,| A rock artist performs on stage with an electric guitar .,,,,,,,,,| A man in a black shirt plays a black-colored guitar .,,,,,,,,,| A man wearing black is playing an electric guitar .,,,,,,,,,
.\datasets\images\103625356.jpg| A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .,,,,,,,,,| A man in a baseball cap works to spread cement behind a line of yellow caution tape .,,,,,,,,,| A man in a black shirt and baseball cap is applying filler to a trench in the floor .,,,,,,,,,| A man wearing a black shirt smoothing out concrete in an urban area .,,,,,,,,,| A man is bent over smoothing cement in a sidewalk opening .,,,,,,,,,
.\datasets\images\103631543.jpg| A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .,,,,,,,,,| A woman in a white shirt is sitting at a table in a nice restaurant .,,,,,,,,,| A young woman sits at a dinner table with two entrees and a martini .,,,,,,,,,| A dark-haired young woman hesitates before dining .,,,,,,,,,| Woman having a fancy dinner .,,,,,,,,,
.\datasets\images\1042020065.jpg| A young boy wearing a jersey looks down over a ledge at many boats in the water .,,,,,,,,,| A boy looks over a railing at the many boats and rafts below in the water .,,,,,,,,,| A boy in a green shirt is looking down at many inflatable boats .,,,,,,,,,| A young boy overlooking a crowd of inflatable boats .,,,,,,,,,| A boy in a green shirt watches kayakers .,,,,,,,,,
.\datasets\images\1044764620.jpg| A man on a ladder is painting a brick wall in a warehouse .,,,,,,,,,| A man is standing on a ladder painting bricks,,,,,,,,,| A construction site with building material .,,,,,,,,,| Man painting a brick wall on a ladder .,,,,,,,,,| A man is panting a piece of wood .,,,,,,,,,
.\datasets\images\1045124251.jpg| a blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train .,,,,,,,,,| A blond man wearing glasses is sitting in the train looking down at something .,,,,,,,,,| White man with glasses sitting next to another man who has earphones in .,,,,,,,,,| A 30 somethings man playing with his phone on a subway train .,,,,,,,,,| Two guys are riding on a subway , both wearing glasses .,,,,,,,,
.\datasets\images\1045521051.jpg| A young man sits on the floor by the television with a fast food meal in front of him .,,,,,,,,,| A person sits on the floor and eats in front of a television .,,,,,,,,,| A person eats takeout while watching a small television .,,,,,,,,,| Someone is laying in front of the TV eating food .,,,,,,,,,| A television with a picture of a girl on it .,,,,,,,,,
.\datasets\images\1049955899.jpg| A group of men and women are hiking through a dried up river bed littered with large rocks , which runs between two rocky walls in a dense green forest .,,,,,,,,| Five hikers , one facing towards the camera and the others facing away from it , are walking through a rocky riverbed .,,,,,,,| Hikers treks upward through the creek bed , stopping to catch their breath and enjoy the cool , green scenery .,,,,,,,| A group of hikers traveling along a rock strewn creek bed .,,,,,,,,,| Two women and three men are hiking along a rocky stream .,,,,,,,,,
.\datasets\images\1051205546.jpg| Two women in colorful dresses are sweeping water out of the street while a man watches .,,,,,,,,,| Two women , one in green and the other in purple , washing a sidewalk .,,,,,,,| Two Indian women in saris are bending over a wet street .,,,,,,,,,| Two women in colorful clothing are cleaning the road .,,,,,,,,,| Two woman are sweeping a street .,,,,,,,,,
.\datasets\images\1051290485.jpg| Two separate women , one wearing a white top and black pants , the other wearing all black and a pair of pink flip-flops , kneel on a gray brick sidewalk path in front of green and red bushes .,,,,,,| Two women squatting on the sidewalk looking at plants , one in black shirt , shorts and pink sandals , the other in a white shirt , black shorts talking on a cellphone .,,,,,| A little girl is looking at some plants while another is on the phone in the background .,,,,,,,,,| Two girls crouch in front of some bushes and talk on their phones .,,,,,,,,,| Two girls crouch in front of a garden of small shrubbery .,,,,,,,,,
.\datasets\images\105223874.jpg| A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .,,,,,,,,,| A black-haired child in a blue outfit is playing with a toy outside on a tile floor .,,,,,,,,,| A little boy with a blue shirt on sitting on the ground playing with legos .,,,,,,,,,| A young child playing with a toy while laying on the floor .,,,,,,,,,| A little boy playing with his toy .,,,,,,,,,
.\datasets\images\1053243591.jpg| Young woman holding a bottle , reaching out from a bench to shake a man 's hand .,,,,,,,,| A man shaking the hand of a woman in an orange shirt sitting on a bench .,,,,,,,,,| A man shaking the hand of a teenager sitting on a bench .,,,,,,,,,| A woman having a drink is shaking hands with someone .,,,,,,,,,| A young girl in a orange shirt shaking a hand .,,,,,,,,,
.\datasets\images\105342180.jpg| A girl paddling down a large river , as seen from behind her .,,,,,,,,| A woman with a paddle sits in a boat on the water .,,,,,,,,,| A woman paddles a boat down a river .,,,,,,,,,| A woman kayaking down a river .,,,,,,,,,| A woman with a paddle .,,,,,,,,,
.\datasets\images\1054620089.jpg| A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street .,,,,,,,,,| A lady in a red coat , holding a bluish hand bag likely of asian descent , jumping off the ground for a snapshot .,,,,,,,| A woman in a red jacket , with a blue and gold handbag is jumping while smiling on a cobblestone street .,,,,,,,,| A woman wearing a red coat is jumping outdoors .,,,,,,,,,| Girl in red jumping for joy .,,,,,,,,,
.\datasets\images\105493603.jpg| Two people sitting beside each other at a table with food on it smiling .,,,,,,,,,| A couple wearing white sweaters sit at a restaurant table .,,,,,,,,,| A man and woman seated at a table together .,,,,,,,,,| A man and a woman eating dinner together .,,,,,,,,,| a man and woman wearing khaki smiling .,,,,,,,,,
.\datasets\images\105493628.jpg| White wine and appetizers on are displayed in an upscale restaurant .,,,,,,,,,| Food sits on white plates in front of wineglasses and a wine rack .,,,,,,,,,| A well lit room , with three glasses on the table and two plates .,,,,,,,,| An elegant food serving on table at a restaurant .,,,,,,,,,| A meal is on a table in a restaurant .,,,,,,,,,
.\datasets\images\1057089366.jpg| A kid jumps off the diving board and into the swimming pool below .,,,,,,,,,| The boy is jumping off a high diving board into the pool .,,,,,,,,,| A child jumps off a high diving board into the pool .,,,,,,,,,| A little kid is jumping off a high dive at the pool .,,,,,,,,,| A boy descends off the end of a high diving board .,,,,,,,,,
.\datasets\images\1060605297.jpg| Firefighters converse with a man at the scene of an emergency .,,,,,,,,,| Firefighters wear reflective uniforms and stare upwards .,,,,,,,,,| Several firefighters are responding to an alarm .,,,,,,,,,| Reflections from the firemen 's uniforms .,,,,,,,,,| Firefighters are responding to an event .,,,,,,,,,
.\datasets\images\106300392.jpg| A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling .,,,,,,,,,| There are two workers , one on a ladder , against a blue wall with a yellow-and-black stripe .,,,,,,,| Construction workers in front of blue wall with warning stripe .,,,,,,,,,| Men wearing hard hats and safety vests are working .,,,,,,,,,| A guy with boots is on a ladder .,,,,,,,,,
.\datasets\images\1063866640.jpg| Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat .,,,,,,,,,| Several men are sitting by a river conversing with one another while a boat drifts by them .,,,,,,,,,| Five people sitting in front of a body of water with the sun behind them .,,,,,,,,,| A group of shirtless men are sitting in the shade on a tropical beach .,,,,,,,,,| Five men sitting with a body of water behind them .,,,,,,,,,
.\datasets\images\106514190.jpg| A skier is overlooking the beautiful white snow covered landscape .,,,,,,,,,| A hiker standing high on a bluff overlooking the mountains below .,,,,,,,,,| a person on ski 's looks from hill over snow covered landscape,,,,,,,,,| A skier is overlooking a snow-covered mountain .,,,,,,,,,| A skier pauses on a mountaintop .,,,,,,,,,
.\datasets\images\1072439304.jpg| A young helmeted man , in his team uniform , is swinging his bat at an incoming baseball .,,,,,,,| A young boy wearing a Giants jersey swings a baseball bat at an incoming pitch .,,,,,,,,,| A boy playing for the Giants baseball team swinging at a baseball .,,,,,,,,,| A child swings a baseball bat at the ball .,,,,,,,,,| This little boy hitting a ball .,,,,,,,,,
.\datasets\images\107368840.jpg| Two brunette women in jackets sitting against a wall and looking at the same magazine .,,,,,,,,,| A woman is reading a magazine over another woman 's shoulder .,,,,,,,,,| Fuzzy photo of two girls reading a magazine .,,,,,,,,,| Two women are reading the same magazine .,,,,,,,,,| Two women reading a magazine .,,,,,,,,,
.\datasets\images\107532584.jpg| A young man is walking through a busy street beside a mall .,,,,,,,,,| Woman in a pink hat walking with a man in a gray sweater .,,,,,,,,,| An Asian couple walks in the shopping district .,,,,,,,,,| A woman in a pink hat strolls along sidewalk .,,,,,,,,,| Several people are walking around outside .,,,,,,,,,
.\datasets\images\1075867198.jpg| A man in a brown shirt and dark shorts plays on the beach with his two black dogs .,,,,,,,,,| A man in shorts with two black dogs holds a ball throwing toy at the beach .,,,,,,,,,| a man playing with two black dogs on the beach,,,,,,,,,| Man at the beach with two dogs .,,,,,,,,,| A man with two dogs on a beach,,,,,,,,,
.\datasets\images\1076503761.jpg| A girl with blond-hair is holding a bottle and wearing a blue and green floral bikini on a boat .,,,,,,,,,| A young woman in a bikini holding a bottle is goofing around and kicking a man in a straw hat .,,,,,,,,,| A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat .,,,,,,,,,| Teenagers are partying on a boat while a blond teenager is kicking a man .,,,,,,,,,| A group of students during spring brake .,,,,,,,,,
.\datasets\images\1077546505.jpg| A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .,,,,,,,,,| A child is falling off a slide onto colored balloons floating on a pool of water .,,,,,,,,,| A boy sliding down a slide into a pool with colorful tubes .,,,,,,,,,| A boy in blue shorts slides down a slide into a pool .,,,,,,,,,| A boy rides down a slide into a small backyard pool .,,,,,,,,,
.\datasets\images\1079274291.jpg| Two young boys are looking at the camera , one smiling , the other sticking his tongue out .,,,,,,,| A little boy sticks his tongue out for the camera . Another boy looks on .,,,,,,,,,| Two young boys look up at the camera as one sticks out his tongue .,,,,,,,,,| two young boys making silly faces .,,,,,,,,,| Two boys make faces .,,,,,,,,,
.\datasets\images\1082223338.jpg| A man kneels on the ground doing some sort of project on his own .,,,,,,,,,| woman with blue gloves working on the sidewalk with some cleaner,,,,,,,,,| A short , brown hair girl is assembling a pink roof cover .,,,,,,,,| A woman assembles a white metal frame on the sidewalk .,,,,,,,,,| A young woman sands down an old shelf .,,,,,,,,,
.\datasets\images\1082250005.jpg| A woman wearing a pink shirt and red apron stands in her restaurant holding food and surrounded by bagged breads , a microwave and the chalkboard menu up on the wall .,,,,,,,,| Woman wearing a yellow hat , pink shirt , and red apron is holding food in a kitchen .,,,,,,,| Employee in pink shirt smiles for camera inside a restaurant kitchen .,,,,,,,,,| A woman holding a bowl of food in a kitchen .,,,,,,,,,| Women in store happily holding some food .,,,,,,,,,
.\datasets\images\1082379191.jpg| A man and woman sitting on a deck next to a lake .,,,,,,,,,| A man and a woman are sitting on a dock together .,,,,,,,,,| A shirtless man and a woman sitting on a dock .,,,,,,,,,| A lady and a man with no shirt sit on a dock .,,,,,,,,,| A man and a woman sitting on a dock .,,,,,,,,,
.\datasets\images\10863862.jpg| An older , male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding .,,,,,,,,| A man in a yellow vest is standing on the wall above the scaffold .,,,,,,,,,| A man in a reflective jacket positions himself on scaffolding .,,,,,,,,,| A construction worker is on climbing on top of a building .,,,,,,,,,| A man climbs down a scaffolding .,,,,,,,,,
.\datasets\images\1087168168.jpg| A young boy jumping and a young girl sitting in an inflatable pool .,,,,,,,,,| A boy is jumping on an inflatable ring and a girl is watching him,,,,,,,,,| Two young kids are playing in the water on an inflated toy .,,,,,,,,,| A teenage boy is jumping on an inflatable slide .,,,,,,,,,| A boy jumping on a water jumphouse,,,,,,,,,
.\datasets\images\108957912.jpg| People walk across a street as utility workers fix a light .,,,,,,,,,| Many people are crossing a street in a large city .,,,,,,,,,| People are crossing a city street intersection .,,,,,,,,,| Pedestrians cross the street at a red light .,,,,,,,,,| People crossing a city street .,,,,,,,,,
.\datasets\images\109202801.jpg| Two golden brown horses pull a sleigh driven by a woman in a blue coat .,,,,,,,,,| Two horses pull a carriage driven by a woman over snow covered ground .,,,,,,,,,| Two horses pulling a sled steered by a smiling blond woman .,,,,,,,,,| Two draft horses pull a cart through the snow .,,,,,,,,,| Two horses are pulling a woman in a cart .,,,,,,,,,
.\datasets\images\1093807815.jpg| A group of African American children with their arms above their heads and happy expressions on their faces .,,,,,,,,,| A group of African-American children have their hands up in the air singing or shouting in a classroom .,,,,,,,,,| Many young dark complected children raising their arms in the air in excitement .,,,,,,,,,| The children are singing and holding their arms in the air .,,,,,,,,,| A group of kids in class with their hands in the air .,,,,,,,,,
.\datasets\images\1094283901.jpg| A shirtless man jumping off a large concrete structure into a river with his friends watching from the structure .,,,,,,,,,| A man wearing swimming trunks jumps off a concrete platform into a large body of water .,,,,,,,,,| A shirtless man leaps into the water as other people watch .,,,,,,,,,| A man is jumping off complex into a body of water .,,,,,,,,,| A man jumping into the water .,,,,,,,,,
.\datasets\images\10951809.jpg| An elderly woman with a cane sits in a large wooden chair next to a weaving loom , in a log cabin .,,,,,,,,| The elderly woman is enjoying an afternoon on the porch with family .,,,,,,,,,| An elderly women is sitting in a chair with a cane in her hand .,,,,,,,,,| An old women with a cane sitting in her rocking chair .,,,,,,,,,| An elderly woman with a can is sitting down .,,,,,,,,,
.\datasets\images\1096165011.jpg| A smiling boy swims underwater in a pool .,,,,,,,,,| The boys smiles underwater at the pool .,,,,,,,,,| A redheaded boy swimming underwater .,,,,,,,,,| A small boy swimming underwater,,,,,,,,,| a boy smiles underwater .,,,,,,,,,
.\datasets\images\1097710887.jpg| A very young girl playing with a bubble-blowing wand , holding a bottle of bubble solution and walking through a park or field .,,,,,,,,| A little girl with brown hair is blowing the petals off of a flower .,,,,,,,,,| A small girl in a dress blows bubbles in a grassy field .,,,,,,,,,| A little girl is blowing bubbles in a field .,,,,,,,,,| A little girl blowing bubbles .,,,,,,,,,
.\datasets\images\1101291373.jpg| A man in sandals and white cardigan sits on a green bench while talking on his cellphone .,,,,,,,,,| A man with blue pants and a white shirt sitting on a bench talking on a cellphone .,,,,,,,,,| A bald man in flip-flops sits on a green bench and talks on a cellphone .,,,,,,,,,| A man sitting on a green bench talking on the telephone .,,,,,,,,,| A man on a green bench is talking on his cellphone .,,,,,,,,,
.\datasets\images\1101923011.jpg| A man wearing a white tank top sings into a microphones on a stage with a crowd watching .,,,,,,,,,| A man with a microphone is singing to people .,,,,,,,,,| a man on stage singing into a microphone .,,,,,,,,,| A singer on a stage with a white shirt .,,,,,,,,,| A singer on stage singing to fans .,,,,,,,,,
.\datasets\images\110226481.jpg| A man in a gray camouflage shirt and gray pants sits under the hood of a blue truck .,,,,,,,,,| A man performing auto repair in front of a building .,,,,,,,,,| A man crouches under a truck hood 's shade to fix it .,,,,,,,,,| A man sits in the under the hood of a blue truck .,,,,,,,,,| a mexican man sits under the hood of his truck .,,,,,,,,,
.\datasets\images\1104881373.jpg| A woman is at an ice cream shop and she is waiting for the man to scoop her ice cream .,,,,,,,,,| A woman is awaiting her ice cream as a young teenage boy scoops it .,,,,,,,,,| A woman is watching as a guy is scooping ice cream from a freezer .,,,,,,,,,| A man scoops out ice cream for a female customer in a cafe .,,,,,,,,,| A woman watches as a young man scoops ice cream for her .,,,,,,,,,
.\datasets\images\110590591.jpg| People are standing around an American flag that is spread out , facing the wrong direction .,,,,,,,,| Four people are holding an american flag in the middle of a bunch of people .,,,,,,,,,| A parade of people walk the street carrying the American flag .,,,,,,,,,| A group of people spread out an American flag for all to see .,,,,,,,,,| A group of people surrounding the American flag .,,,,,,,,,
.\datasets\images\110615445.jpg| A couple show their affection on an escalator by embracing and kissing one another .,,,,,,,,,| A black-haired man and woman , probably a couple , are kissing on an escalator .,,,,,,,| Two people , a balding man and a woman , are kissing on an escalator .,,,,,,,| A couple kissing while going up the escalator .,,,,,,,,,| A couple kissing on an escalator .,,,,,,,,,
.\datasets\images\11079715.jpg| A musician plays his electric guitar surrounded by sound equipment .,,,,,,,,,| A man wearing purple clothing is playing a guitar on a stage .,,,,,,,,,| A musician is posing while playing an odd-shaped guitar .,,,,,,,,,| A man dressed in a funky outfit is playing guitar .,,,,,,,,,| A black-haired man plays a guitar .,,,,,,,,,
.\datasets\images\111201721.jpg| A young boy in a yellow shirt is jumping in a grassy area with a younger boy , in a white shirt , standing behind him .,,,,,,,| A young boy in a white shirt is following his brother outside .,,,,,,,,,| Two young children are walking through a wooded area .,,,,,,,,,| Two children running with no shoes on .,,,,,,,,,| Two young children playing outside .,,,,,,,,,
.\datasets\images\11131022.jpg| Older man in a hat , yellow shirt and dress slacks playing in the sand with a young boy .,,,,,,,,| a man wearing a hat and a small boy in a bathing suit playing in the sand .,,,,,,,,,| An older person and a small boy play in the sand near the water .,,,,,,,,,| A person in a hat is playing with a boy on a beach .,,,,,,,,,| A father is playing with his child in the sand .,,,,,,,,,
.\datasets\images\1113186657.jpg| A blond child is wearing blue goggles and a green Speedo tank top while swimming underwater .,,,,,,,,,| A girl in a green Speedo top and blue goggles holds her breath underwater .,,,,,,,,,| a boy underwater with someone helping him to swim,,,,,,,,,| A child swimming underneath the water .,,,,,,,,,| A child is swimming with goggles on .,,,,,,,,,
.\datasets\images\111419142.jpg| Several young people are standing around drinking beverages at some kind of outdoors gathering with food .,,,,,,,,,| There are many people wearing either jackets or layers drinking beer or diet Coke .,,,,,,,,,| A group of people wearing warm clothes are having a party outside .,,,,,,,,,| People enjoy a gathering with Pabst Blue Ribbon and Diet Coke .,,,,,,,,,| A gathering of people drinking beer and talking,,,,,,,,,
.\datasets\images\111537217.jpg| The young man with the white t-shirt and jeans is rappeling up the rock wall .,,,,,,,,,| Man with red shoes , white shirt and gray pants climbing .,,,,,,,,| A man climbing the side of a cliff .,,,,,,,,,| A man climbing a rock wall,,,,,,,,,| A man is rock climbing .,,,,,,,,,
.\datasets\images\1115565519.jpg| The little girl is playing with a toy in a public fountain .,,,,,,,,,| A little girl playing in water on a frog sculpture .,,,,,,,,,| A child playing with a fountain at the beach .,,,,,,,,,| A girl looks at a fountain that sprays water .,,,,,,,,,| A child plays with a fountain .,,,,,,,,,
.\datasets\images\111671162.jpg| People are eating in a cafeteria with a wood beam and glass ceiling .,,,,,,,,,| People sitting in a restaurant eating and one is reading the paper .,,,,,,,,,| A restaurant filled with chairs and consumers .,,,,,,,,,| People sitting and eating inside a diner .,,,,,,,,,| Lots of people eating in a restaurant .,,,,,,,,,
.\datasets\images\11214370.jpg| A man in jeans and a yellow safety jacket is working on bricks in the ground .,,,,,,,,,| A man with a safety vest is kneeling down and cleaning the bricks .,,,,,,,,,| A man in a yellow vest and jeans is caulking a sidewalk .,,,,,,,,,| A man with a router working on the sidewalk .,,,,,,,,,| A man grinding stones with a tool .,,,,,,,,,
.\datasets\images\1123486015.jpg| A man is standing on a small floating raft with a flag .,,,,,,,,,| A young man on a dock fishing near a flag from France .,,,,,,,,,| man in white shirt staring out at the water .,,,,,,,,,| A person stands on a structure on the lake .,,,,,,,,,| A guy on a floating platform on the water .,,,,,,,,,
.\datasets\images\112411540.jpg| Young man wearing a wear jacket is behind a counter in a jewelry store gazing off into the distance .,,,,,,,,,| A young man in a gray jacket stands behind the counter of a jewelery store and smiles .,,,,,,,,,| A man in an olive colored coat is standing in a jewelry store .,,,,,,,,,| A pleasant young man working at a jewelry store .,,,,,,,,,| A man is standing behind a counter in a shop .,,,,,,,,,
.\datasets\images\1124448967.jpg| An older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .,,,,,,,,,| Topless old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .,,,,,,,,| A shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .,,,,,,,,| A half naked man is sleeping on his chair outdoors .,,,,,,,,,| Man relaxing in a folding chair on the street .,,,,,,,,,
.\datasets\images\1126450961.jpg| A man in a business suit talking on the phone and carrying a briefcase walking by a mirrored building .,,,,,,,,,| A man in a black suit and briefcase hurrying somewhere , while talking on his cellphone .,,,,,,,,| An asian man carrying a suitcase while talking on the phone and walking quickly .,,,,,,,,,| A man in a suit is walking and carrying a briefcase .,,,,,,,,,| A businessman in a suit is running .,,,,,,,,,
.\datasets\images\1129704496.jpg| A brown and white and a black and white dog hauling in a floating toy from the ocean .,,,,,,,,,| Two dogs run through the water with a rope in their mouths .,,,,,,,,,| Both dogs retrieve the play toy from the water .,,,,,,,,,| Two dogs tug at a chew toy in the surf .,,,,,,,,,| Two dogs in the ocean playing with a toy,,,,,,,,,
.\datasets\images\1131804997.jpg| Two men with backpacks placed in front of them sitting in front of a railing .,,,,,,,,,| Two men are sitting on the ground and going through their backpacks .,,,,,,,,,| Two men with backpacks are sitting on cardboard along a railing .,,,,,,,,,| Two men sitting in front of a railing are looking at something .,,,,,,,,,| Two older men with backpacks sit at a bus station .,,,,,,,,,
.\datasets\images\1132772170.jpg| A man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .,,,,,,,,,| a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background,,,,,,,,,| A young child jumping on the bed as a man looks the other way .,,,,,,,,,| Man standing in the bedroom with little boy jumping into bed .,,,,,,,,,| A child leaping from bed to bed behind the back of a man .,,,,,,,,,
.\datasets\images\113637264.jpg| A man in a white shirt lays cement on a brick wall .,,,,,,,,,| A bricklayer smoothing out concrete .,,,,,,,,,| A man is happily laying bricks .,,,,,,,,,| A man is putting up a wall .,,,,,,,,,| A man is mortaring bricks .,,,,,,,,,
.\datasets\images\113678030.jpg| A snowboarder sits on a slope with skiers and boarders nearby .,,,,,,,,,| Snowboarders sitting in the snow while skiers take the hill .,,,,,,,,,| A snowboarder takes a rest on the mountainside .,,,,,,,,,| Two skiers stand , two sit on slopes .,,,,,,,,| The snowboarder is sitting down .,,,,,,,,,
.\datasets\images\1139029795.jpg| A group of local cheerleaders in red and white kept our spirits up during the parade .,,,,,,,,,| A group of cheerleaders cheering on the street , dressed in red and white .,,,,,,,,| Cheerleaders in red and white uniforms cheering in the street .,,,,,,,,,| Women are cheerleading in the street .,,,,,,,,,| A group of girls are cheering .,,,,,,,,,
.\datasets\images\11391827.jpg| A man in a brown uniform reaching out from an industrial doorway , as if he is going to shut the door .,,,,,,,,| A man is inside a truck looking out with his left arm in front of a door .,,,,,,,,,| A man in a brown shirt prepares to close the door .,,,,,,,,,| A delivery man exiting the back of a truck .,,,,,,,,,| A man opening a door and looking out .,,,,,,,,,
.\datasets\images\114164952.jpg| Family taking a winter walk in a park path while two of the children run ahead of the family .,,,,,,,,,| Grownups and small children are walking down a road lined with trees .,,,,,,,,,| Two children move along a gravel path surrounded by trees .,,,,,,,,,| Two children play on the path in a park .,,,,,,,,,| Two kids walking in an outdoor area .,,,,,,,,,
